original_text,augmented_text,similarity
खै त्यो बझाङको एमाले काण्ड आएन त अझै सम्म पनी।,म जान्दैन थिए कि जंगलमा हत्या भएको छ।,0.9972806
निर्वाचन आयोग भन्ने चिज कहाँ छ खुले आम चुनावी सभामा प्रचण्डले चितवनमा हसिया हतौडामा भोट हालेनौ भने देश दुर्घटनामा जान्छ भन्दै जनतालाई धम्की दिदै छन आचारसंहितामा नलाग्ने हो,"खुल्ला साधारण निर्वाचन बैठकमा चिट्वान सरकारले मानिसहरूलाई चेतावनी दिंदैछ कि यदि तिनीहरू ह्वासिया हदोडामा मत नदिनेमा देशमा दुर्घटना हुने छ, जुन व्यवहार सङ्केतमा अनावश्यक छ",0.998602
चितवन पुगेर ओलीले भने प्रचण्डकी छोरीलाई कांग्रेले भोट दिएर जिताइदिनुपर्ने,"चितवानमा, सरकारले घोषणा गर्यो कि पाकिस्तानकी छोरीलाई जित्न काङ्ग्रेले मतदान गर्नुपर्छ।",0.99747664
देश अझै एउटै मान्छे बाट चल्च्छ हौ। पत्याउन गारो होला हामीलाई। खेलाड़ी देउवा नै हो,“देश एउटै मानिसबाट विभाजित छ। यसर्थ हामीलाई हराउनु हुँदैन। हामीलाई हराउनु हुँदैन।,0.9958094
माइतीघर मण्डला र रत्नपार्क बाटिका बनाएजस्तै के छन् काठमाडौं महानगर विकासका योजना केशव स्थापित र सुनिता डंगोलसँग नेपाल टक आज साँझ ६ बजे,केशभ स्थापित भएको काठमान्डु मेट्रो विकास योजना र सुनिता दोङ्गुल नेपाल वार्ता,0.9969273
एमाले सँग मिलेर पचास बर्ष शासन गर्न कांग्रेसलाई सरापेको प्रचण्ड अचेल कांग्रेससँग मिलेर रेनुलाई जिताईदिएमा दश पन्ध्र बिस बर्ष सम्म शासन गर्न प्रतिबद्ध रहनेछु रे।,यदि कङ्ग्रेसले रेनुलाई जित्छ भने म पन्ध्र-बीस वर्ष शासन गर्ने प्रतिज्ञा गर्छु।,0.9986138
पैसा बाँडेको आरोपमा एमालेका उम्मेदवार नियन्त्रणमा सिमराका मेयर पनि समातिए Nepal Bahas,सिरियाका मेयरले मूल्य चुकाउने आरोपमाथि राष्ट्रपतिလောင်းको नियन्त्रण लियो नेपाल बहादुर,0.99863064
मतगणना सुरु चाहिँ मनाङ मुस्ताङको मात्र भएको हो है नेपाल सरकारको पुर्व सचीव भिमे उपाध्याय गजडिको भ्रममा नपरौ।,गणनाको सुरुआत म्यानङ मुस्टाङ मात्रद्वारा भएको थियो। नेपाल सरकारका पूर्व प्रमुख भिम उपाध्याय गआदीसँग भ्रमित नहोऊ।,0.99900514
तनहुको रिस्तिमा उम्मेद्बार जान सक्ने स्थिति छैन भनेर सुरक्षा प्रमुखले भन्न मिल्छ सुरक्षाको प्रत्याभूत गर्न सक्नु पर्छ कि पर्दैनकि चुनाव नै गर्नु हुदैन।हैनभने तिकडम गर्न मिल्छकमसेकम बर्दिको त ख्याल गर नेताका लठैतहरु होजोशिको जित सुनिस्चित छ।,"सुरक्षा प्रमुखले तान्हूको खेदोमा भएको स्थिति पुनरावृत्ति हुने सम्भावना छैन, सुरक्षालाई वा नफाँद्नु पर्दछ र चुनावहरू हुने छैनन् भन्ने बताउँदछ ।",0.9984456
कोरोनाको उत्कर्सका बेला नेपालगन्जस्थित भेरी अस्पतालका स्वास्थ्यकर्मीमाथि आक्रमण गर्ने मानबहादुर रावतले तुलसीपुर उपमहानगरपालिका११ को एमालेबाट वडा अध्यक्षमा उम्मेदवारी दियका रहेछ्न वडामा अरु कोही गतिलो भेटियनन,कोनाको विनाशको समयमा नेपालको भेडा अस्पतालमा एक स्वास्थ्यकर्मीलाई आक्रमण गर्ने बहादुर मान रगतले ११ नवम्बरको दिन तुलसीपुर शहरका राष्ट्रपतिसँग कुराकानी गरेको छ ।,0.99861586
गठबन्धन टुटाउने षड्यन्त्र भएको छ प्रधानमन्त्री देउवा,"коалиция विच्छेद गर्ने प्रयास, प्रधानमन्त्री भन्नुहुन्छ",0.99691045
जहाँ आफ्नो मुल्यांकन हुदैन तेहा बस्नु उचित हुदैन चाहे त्यो राज्निती होस या अरु केहि,"“यदि तिमीहरू जान्दैनौ कि तिमीहरू कहाँ छौ, तिमीहरू राजा हौ अथवा छैनौ, तिमीहरू बस्नु राम्रो होइन।",0.9960412
पेट्रोलियम पदार्थ को मूल्य वृद्धिले भयंकर महॅगी वढाउने वाला छ। भोट हाल्नु भयो होइन ऊपहार दियो गठबन्धन सरकारले।।,पेट्रोलियमको मूल्य वृद्धिले धेरै पैसा खर्च गर्नेछ। सहसंयुक्त सरकारले यसले मतदान नगरेको बतायो।,0.99828416
प्रचण्डले मात्रै हो र किसान श्रेष्ठले पनि गठबन्धन बाट आफ्नो उम्मेद्बारले चुनाब नजिते देश दुर्घटनामा जाने धम्की दिन भ्याइसकेछनलौ न यि दुईका उम्मेद्बार लाई चै हराउनै पर्ने भयोत्यसपछि देश दुर्घटनामा जाने हो कि यिनका दल थाहा भैहाल्छ नि,चुनावको अतिरिक्त किसानहरू र सरकारी अधिकारीहरूले उनीहरूका पतिहरू मण्डलीबाट नआएको बेलामा राष्ट्रिय दुर्घटनामा जान योजना गरेका छन् भन्ने पनि घोषणा गरेका छन्। उनीहरूका पतिहरू स्वस्थ हुनैपर्छ र उनीहरूका समूहले जान्दछ कि त्यसपछि तिनीहरू राष्ट्रिय दुर्घटनामा जानेछन्।,0.997011
मु सम्पादक तिमेरुका ठेउके रातभर भोट मागेर बस्दा ॲाखा चिम्म गरीस,टाइमरकु सम्पादकले राती जानुभयो र मतदान गर्न अनुरोध गर्नुभयो ।,0.9964952
एउटामा राम थापालाई राखेर दोहोरी दाजु । खासै उनको अब काम पनि छैन ६ पल्ट हारेको मेयर भन्छन् ।,"mayor says he has lost six times, especially since he no longer has a job.",0.9943289
जय नेपाल काला कांग्रेस,जयकल कांग्रेस,0.9918709
२३सिटले सरकार प्रमुख भएका सम्झे हाेलान तेस्राे पहिलाे त सामान्य नै हाे । देउवा एण्ड कम्पनीले बिफ्रकेसभरी पैशा पायाे भने कन्स्टेवललाई आईजीपी बनाईदिन्छ । अधिनायकवाद का मालिक शेरबहादुर नै हुन् । गठबन्धन नै हाे ।,यदि २३ औं ले सरकारी मुख्यालयमा बस्छ भने हेलेन थाचरले पहिले जानु सामान्य हुन्छ । यदि २२ औं ले र कम्पनीले बिकिनी फेला पार्छ भने कन्स्टेलेटेसन एउटा आईजीपी बनिनेछ ।,0.9973768
अलि अस्ती प्रचण्डले भन्थे माओवादीमा अध्यक्षको लागि सक्षम ब्याक्ती नहुदा म दोहोरीरहनु परेको छ भनेर अनि कार्यकर्ताले चाहिँ तालिले स्वागत गरेका थिए त्यस्तै कांग्रेसमा पनि प्रमको लागि सक्षम ब्यक्ति नभएर देउवा भैरहनु परेको हो,"अलीले भने, “मलाई दोबारा भन्नु पर्यो किनभने म माओइस्ट पार्टीको सभापतिको रूपमा सक्षम छैन र कामदारहरूले उनलाई स्वागत गरेका थिए, तथा कङ्ग्रेसलाई समर्थनका लागि सक्षम व्यक्ति बिना गर्नुपर्ने थियो।",0.99854094
नेकपा एमाले नेता शान्ता चौधरीले आफूमाथि मतदातालाई पैसा बाँडेको आरोपको खण्डन गर्दै निम्नकोटीको पित पत्रकारिता नगर्न चेतावनी दिएकी छन्।,"सभापति शन्ता चौधरीले निर्वाचकहरूलाई पैसा सुम्पेको आरोपलाई अस्वीकार गर्दै, निम्न श्रेणीका राजनीतिक पत्रकारहरूलाई पत्रकारिता गर्न नदेऊ भनेर चेतावनी दिएका छन् ।",0.999255
म्याग्दीमा चुनावी चहलपहल गीत घन्काउँदै भोट माग्नेको लर्को,लार्कोले साबारीमा चुनावको घोषणाहरू गाइरहेका बेलामा मतदानको लागि अनुरोध गर्दछ,0.9980907
प्रचण्ड ड्याडी र देउवा अंकल को केही कसरत बाकी छ कि,यदि अझै पनि बल्दै गरेको दाddy र न्युयोर्क अंकl बारे केही शंका छ भने,0.9980424
स्वतन्त्र उम्मेदवार वालेन शाहले अग्रता बढाउदै लादा एमाले र गढबन्धनका साथी हरुमा देखिएका लक्षण हरु छटपटी बढ्नु निन्द्रा नलाग्नु भोक हराउनु आफ्नो भविष्य अन्धकार देख्नु चिटचिट पसिना आउनु रिस उठ्नु आदी रेन्त,"वोलन शाहले नेतृत्व लिइरहेका छन्, तर खेबेर पाकिस्तानका र खेबेर बान्डानका मित्रहरूले देखेका लक्षणहरू अझ खराब हुँदै जाइरहेका छन्। उनी सुत्न सक्दैनन्। उनी भोकाइरहेका छन्। उनी आफ्नो भविष्यका लागि खोजिरहेका छन्।",0.9971504
यो साग खाईएको चैं छ पकाउंदा फतक्कै गल्छ हुर्किन पनि हलक्कै बढ्छ यसो गम खाई हेरेकोमाओवादी सागनाम त बढियां जुरेछ माओवादी हलक्कै बढेर पहिलो दल पनि भयो अनी फेरी फतक्कै गलेर तेश्रोचौथो मानी पुग्योआहा क्या घतलाग्दो नाममाओवादी साग,"माउस खानु एउटा आनन्द हो, तर जब हामी माउस खान्छौं, हामी माउस खान्छौं, तर जब हामी बढ्छौं, माउस अझ बढी बढ्छ। यसकारण हामी माउस खान्छौं, तर जब हामी माउस खान्छौं, माउस अझ बढी बढ्छ। माउसवादी माउसहरू अझ बढी बढ्छन् र तिनीहरू पहिलो समूह बन्छन्।",0.9944825
पेट्रोलियम पदार्थको मुल्यबृद्वि विरुद्व नेपाल मजदुर किसान पार्टी काठमाडैां को बिरोध र्याली तथा सभा पेट्रोलियम पदार्थको मुल्यबृद्वी फिर्ता गर,पेट्रोलियम मूल्य वृद्धि विरुद्ध नेपाली किसानहरू पार्टी र सभाले पेट्रोलियम मूल्य वृद्धिलाई पूर्वावस्थामा ल्याउन,0.9978589
नेपाली बिडम्बना तै पनि ताली ताली ताली अनि फेरि ताली,थाई थाई थाई थाई थाई थाई थाई थाई थाई,0.98593974
भोट के मा हलो मा आयो आयो गोरू आयो ।,चलो चलो चलो चलो चलो चलो,0.9889342
ट्युसन पढाउने रहरै छ तपाईको पार्टी सभापतिलाई पढाउनुहोस् । कानुनी शासनमा वरियताक्रमको औचित्य कस्तो हुन्छ त्यो पनि बुझाउनुस् । सस्तो लोकप्रियता खोजेर एमाले तिर मात्र गनगन गर्नुको अर्थ देखिएन क्या,युनियनले तपाईँको पार्टी अध्यक्षलाई पढ्न लागेको छ। कृपया न्यायिक प्रणालीमा पदानुक्रमको अर्थ के हो भन्ने पनि स्पष्ट पार्नुहोस्।,0.99895364
नेकपा माओवादी ले आगामी स्थानीय तहको निर्वाचन बहिष्कार घोषणा गर्दै बैशाख २९ र ३० गते नेपाल बन्दको घोषणा गरेको छ ।,म्याओवादीहरूले नेपाल बन्द हुने घोषणा गर्दै अप्रिल २९ र ३० को आगामी स्थानीय चुनावको बहिष्कार घोषणा गरेका छन् ।,0.9991038
बझाङमा कांग्रेस र एमाले कार्यकर्ताबीच झडप,बाम्यानमा कांग्रेस र श्रम अधिकारकर्मीहरूबीच द्वन्द्व,0.99729097
काङ्ग्रेसकाे सत्यानास गर्ने। सभापतिले नै रेनु जिताउनु कर्तव्य रे। रेनुलाई जिताउनु हाम्रो कर्तव्य हो गठबन्धन टुटे कांग्रेस खत्तम हुन्छ देउवा,रेणुलाई जित्नु सभापतिको कर्तव्य हो। रेणुलाई जित्नु हाम्रो कर्तव्य हो।,0.99727094
प्रश्न तपाई देउवा र दाहालको पुच्छर हो भविष्यवाणी देउवाको नेतृत्वमा नेपाली कांग्रेसको पतन अवलोकन कांग्रेसले गणेशमान सिंह र कृष्ण भट्टराईजस्ता नेताहरूलाई अपमान गरेको मूल्य चुकाउनुपरेको छ । कांग्रेस आज भ्रष्टले घेरिएको छ ।,You are the tail of the Indian Congress and the prophecy of the demise of the Nepali Congress led by the Indian Congress. The Congress has paid the price of insulting leaders like Ganeshman Singh and Krishna Bhattarai.,0.9956462
नेपाली कांग्रेस नेतृत्वको पाँच दलीय गठबन्धनले गर्दै आएको संयुक्त चुनावी सभामा गठबन्धनमै रहेको एउटा दल जनता समाजवादी पार्टी जसपाका अध्यक्ष उपेन्द्र यादव र सङ्घीय परिषद् अध्यक्ष डा बाबुराम भट्टराईले बहिष्कार गर्दै आएका छन् ।,"पीपुल्स सोशलिस्ट पार्टीको एक गठबन्धन, जसका अध्यक्ष उपेंद्र यादव हुन्, तथा संघीय परिषद्का अध्यक्ष डा. उपेंद्र यादव, कङ्ग्रेसमा पाँच-दलीय गठबन्धनद्वारा आयोजित संयुक्त चुनाव सभालाई बहिष्कार गर्न आएका छन् ।",0.99853295
नेपाली कांग्रेसकाे प्रचार समितिका रहेकाे कथित स्वतन्त्र पत्रकार लाई राज्यकोषबाट २ लाख प्रदान गरेछ परमादेशी सरकारले । लुट कान्छा लुट,विदेशी सरकारले कङ्ग्रेसको प्रचार समितिको भाग रहेको कथित स्वतन्त्र पत्रकारलाई राज्य बजेटबाट २ लाख अनुदान दिएको छ ।,0.9982963
यही वैशाख ३० गते हुने स्थानीय तह निर्वाचनका लागि कार्यालयका अधिकांश कर्मचारी निर्वाचनमा खटिएको भन्दै कार्यालयले आजदेखि निर्वाचन सम्पन्न नहुँदासम्मका लागि अतिआवश्यक सेवा बन्द गरिएको जनाएको छ ।,"कार्यालयले चुनाव पूरा नभएसम्म धेरै आवश्यक सेवाहरू बन्द गरेको बतायो, कार्यालयको कर्मचारी चुनावको धेरैजसो यो महिनाको स्थानीय स्तरको चुनावको लागि यो ३० वैसाखमा योजना गरिएको छ ।",0.9983953
mero desh मेरो देश कविता र प्रश्न कक्षा १२ ऐच्छिक नेपाली via,मेरो देशका कविताहरू र प्रश्नहरू १२ कक्षाको अनुभवी नेपाली मार्फत,0.99746865
दलित विरोधी भाजपा सरकार,- डेलिट BJP सरकार,0.99500465
अहिलेको चुनावको परिणाम हेर्दा नेपाल विकास न हुनुमा जति भ्रष्ट नेताहरु र भ्रष्ट कर्मचारीहरु हाथ छ त्यो भन्दा बढी हाथ नेपाली जनताहरुको देखिन्छ।,"अहिलेको चुनावको परिणामलाई हेर्दा, नेपालका विकासको अभावमा भ्रष्ट नेताहरू र भ्रष्ट कर्मचारीहरूभन्दा नेपालका मानिसहरूसँग धेरै हात छन् भन्ने देखिन्छ।",0.9988836
यो कुरा मिलेन है बिज्ली । कि एमाले हुन्छ कि मान्छे हुन्छ ।,"बिज्ली, यसमा कुनै फरक छैन। यो राजनीति वा मानिसहरूको हो।",0.9963833
हैन् एमाले बालेन शाह संग किन डराइराछ मलाई त प्राय एमालेमा हनुमान मात्र छन् बालेन शाह त के फेरि पृथ्वीनारायण शाह उठेनी सुर्य छोड्दैनन् जस्तो लाउच त,तपाईं बालेनशाहसँग किन डराउनु हुन्छ? मलाई लाग्छ हानुमान मात्र यस देशमा हुनुहुन्छ। बालेनशाह। तपाईं सोच्नुहुन्छ कि पृथ्वीरियनशाह फेरि कहिल्यै जाग्ने छैनन्?,0.9971145
सुर्खेतमा कांग्रेस र एमाले कार्यकर्ताबीच झडप प्रहरीसहित ६ जना घाइते,सूरखान्डमा कांग्रेस र श्रमकर्मीहरूको बीच लडाइँमा पुलिसकर्मीहरू समेत ६ जना घाइते भए,0.99811
पैसा राखेर पाउ ढोगेका कांग्रेसका वडा अध्यक्ष उम्मेदवारलाई निर्वाचन आयोगको प्रश्न तपाईंलाई किन कारबाही नगर्ने,why don't the election commission ask the candidate of the Congress chairman with money on his feet why don't you sanction,0.99445665
महिला भएर महिला माथी यसरी घटिया तर्क गर्न सक्ने एमाले मात्रै हुनुसक्छ त्यो प्रमाणित भयो तपाईंको राजनीतिलाई थुक्क्,यो प्रमाणित गरिएको छ कि केवल महिलाहरू मात्र महिलाहरूका बारेमा झगडा गर्न सक्छन्। तपाईँको राजनीति बन्द गर्नुहोस्,0.9978112
कुटाइ खाएर भोट दिनुको मजै बेग्लै भन्न बेर छैन सेरबादुर दाइले,वेश्यालाई हिर्काएर मत दिइन्छ भन्ने कुरा भन्न त्यहाँ समय छैन ।,0.9979732
थुक्क साले गधाहरुलाई भोट हाल्न पनि यसरी दुःख गर्दै जानुपर्ने मत हाल्ने पनि तिनै काँग्रेस एमाले माओवादीलाई त होला। जनताको चेतना जागोस् प्रभु,"हे परमप्रभु, मानिसहरूलाई सचेत गराउनु होस्।",0.9939837
ओई नेपाल सरकार निर्वाचन सकिएको लगभग साँढे सात घण्टा पछि ढुक्क संग मतदान गर्नुस भनेर म्यासेज पठाउनु को अर्थ के गर्न खोजेको भन्न खोजेको के,चुनावपछि लगभग सात घण्टापछि नेपाल सरकारले मतदाताहरूलाई विश्वासपूर्वक मतदान गर्न एउटा सन्देश पठाउने निर्णय गर्यो।,0.99623513
निर्वाचन आचारसंहिता उल्लंघन गर्ने २१२ मिडियामाथि कारबाही,निर्वाचन सङ्केतको उल्लङ्घनका लागि २१२ मिडिया विरुद्ध कार्य,0.99739575
यो खानीगाउ तानसेन बाट उत्तर १ घंटाको बाटो हो लखेटने मात्र होईन कलमले आखा फटाउनु पर्ने जीको ज़िन्दगी भर एमाले ले भोट दिएर मंत्री बनाए अहिले मूला सम्धि बोकेर हिडने घटिया साला,यो तानसेनबाट कानी गउको एक घण्टा उत्तरमा छ। यो केवल शिकार होइन। यो जीवनभरिको संघर्ष हो।,0.9971379
संसद विघटन गर्ने ओलीलाई किन भोट दिने ओली,why to vote to MP who dissolves,0.99514365
मन्डि ओढेर राजनितिक दल र बिदेशीको हन्डी खाने तपाइजस्ता दलालहरुलाई राष्ट्रिय झन्डा देख्दा एलर्जि हुनु स्वाभाविक हो। राष्ट्रिय झन्डा साझा हो। दल र ब्यक्ति पनि नेपाली नै हुन् र चुनाब पनि देशकै राष्ट्रिय संबिधानअनुसार हो भने कसैले पनि राष्ट्रिय झन्डा बोक्दा के आपत्ति दले कण,राष्ट्रिय झण्डा सामान्य छ। दलहरू र व्यक्तिहरू नेपाली हुन् र चुनावहरू देशको राष्ट्रिय संविधान अनुसार हुन्छ।,0.99802226
देउबादाईका श्रीमाँन श्रीमति माकुने र प्रचण्डे लाई दिन दिनै भाषण गर्न दिने हो भने एमाले ले प्रचारनै नगरी नि चुनाब जित्छ।,"यदि डेवाडिका उप-ministre ले प्रतिदिन श्री Makune र श्री Pradhantaलाई भाषण दिन्छ भने, पार्टी प्रचार बिना चुनाव जित्छ।",0.99881953
५७ प्रतिशतले भोट हाल्न नपाएपछि हुम्लाको चंखेलीको एउटा केन्द्रमा पुन मतदान हुने,५७ प्रतिशतले मत नदिनेछन् र हाम्लाको चम्पाङनको एक केन्द्रमा पुन: मतदान गरिने छ,0.99908465
बुडाले सेरेलाइ सभापति बनाउदा पा को उपहार,उनी बर्ले सभापति हुँदा पिताको उपहार,0.9970308
एमाले बाट काठमाडौंकाे मेयर पदका उम्मेदवार केशब स्थापित भन्छन् पशुपति आर्यघाट जाने मलामीलाई नै मरौ मरौ लाग्ने आर्यघाट बनाउँछु होइट यदि केहि गरि यिनी मेयर बने भने जीउँदै मान्छेलाई नि मरौ मरौ लाग्ने बनाउन बेर छैन,"काठमान्डु शहरका मेयर प्रत्यायोजन केश्बाले भने, पाशुपाति आर्यघाट जानेछन् र म आर्यघाट वृद्धहरूको लागि बनाउनेछु। यदि उनी शहरका मेयर भए, जीवन्त मानिसहरूलाई वृद्ध जस्तो देखिने समय छैन।",0.9986302
एमाले सबैभन्दा बढी भ्रष्टाचार गर्ने पार्टी बनेको छ एमाले र एमालेका नेरा कार्यकर्ता मौका पाएर पनि काम गर्न नसक्ने र भ्रष्टाचार गर्न तत्पर रहने हुदा एमाले पार्टी लाई बिदा गरौ,यदि मजदूरहरूले अवसर पाएर पनि काम गर्न सक्दैनन् र भ्रष्ट हुन तयार छन् भने तिनीहरूले पार्टी छोड्नु पर्छ।,0.9985327
चाईनाले पिट्ने भारतले मिच्ने नेपाली नेताहरू करोडौं घिच्ने।। उफ्फ मेरो नेपाल,यदि भारतले उनलाई जित्यो भने नेपालका नेताहरू लाखौं जित्नेछन्।,0.99784076
ब्युटी पार्लर लाई शुद्ध नेपाली भाषा मा महिला ग्यारेज भनिन्छ रे,सौन्दर्य कोठालाई शुद्ध नेपाली भाषामा महिलाको गैराज भनिन्छ।,0.99844253
अाज हिन्निमा भनेछन्राजेन्द्र लिङदेलले नेपाली मा भनेको नबुझ्ने ।गाउँमा नेता गयो भने कुन चोर अाएछ भन्थे।,"राजा लिंगडेलले नेपाली भाषामा के भन्नुहुन्छ थाहा छैन। जब नेता गाउँ गए, उनले चोर को हो भनेर बताए।",0.99832815
मेयर पदका उमेद्वार भन्नुहुन्छ हामी केही उमेद्वार राम्रा पनी छौं तर केपी ओलीको पार्टीका भएकाले धान खाने मुसो चोट पाउने भ्यागुतो हुनुपरेको छ,"आमदवारका मेयर भन्नुहुन्छ हामी केही राम्रा आमदवारहरू हौं, तर के पी ए पार्टीको कारणले चावल खान र चोट पुर्याउन भ्यागुता बनेको छ।",0.9990006
कांग्रेस भर्ती व्यापार।,व्यापार ।,0.98574525
दम्भका कारण केपी ओलीको बिनाश भयो ।। माधवकुमार नेपाल,world. kgm,0.9847485
कैलालीमा कांग्रेस र एमाले कार्यकर्ताबीचको झडपमा १० जना घाइते,काइलाईमा कङ्ग्रेस र श्रमकर्मीहरूको बीचको द्वन्द्वमा १० जना घाइते भए,0.997983
बामदेवले गराएको चुनावमा एमाले हरूले बिहानै मतहाल्ने र बुथमा आआफै झगडा गरेको नाटक गरेर बुथमा लडाईछ भनेर बाटोबाटै मतदाता फर्काउने सकेसम्म सरकारी शक्तीको आडमा फर्जी भोटहाल्ने काम देशभर भएको थियो संगठन र रणनीति बलीयो भयो भने चुनाव खेल हो भन्ने कुरो प्रमाणित गरेको थियो,"बाडेओद्वारा आयोजित चुनावमा, पार्टीले बिहान मतदानको खेल खेल्यो र बुटमा बहस गर्यो जबसम्म मतदाताहरू बाटोमा फर्केर आउँन सकेनन् कि तिनीहरू बुटमा लड्न जानेछन्, त्यसैले सरकारी शक्तिलाई मतदान गर्ने अधिकार थियो। संगठन र रणनीति परित्याग गरिएको थियो र यसले प्रमाणित गर्यो कि चुनाव एउटा खेल थियो।",0.99799645
कांग्रेस र एमाले कार्यकर्ता झडपपछि दोलखाको बैत्यश्वरमा मतदान रोकियो Nepal Bahas,नेपालको दोलाखाको बातीेश्वरमा कांग्रेसी अधिकारकर्मीहरू आपसमा लडेपछि बहादुरले जनमत संग्रह गर्दै,0.9983601
जनकपुरमा ४ सय मत गन्दा मनोज साहलाई १३५ भोट गठबन्धनका उम्मेदवारलाई २८,"जान्नकपुरमा १४५ मत प्राप्त गर्ने योजो शाह, २८ कोलिएशन प्रत्यायोजनहरूमा विजयी भयो",0.99846256
नगरपालिका को अर्थ बल्ल आज थाहा पाए काम नै नगर्ने भएकोले नगर अर्थात काम नगर भन्न खोजेको रे पालिका भनेको चै काम नगर्ने नियम नमान्ने भएकोले काम नगरपालिका भनेको रे,यसको अर्थ नगरपालिकाले आज यो काम गर्दैन भन्ने पत्ता लगाएको छ। त्यसैले नगरपालिकाले यो काम गर्दैन भन्ने कुरा भन्न प्रयास गरेको छ। यसको अर्थ नगरपालिकाले काम गर्दैन भन्ने नियम अनुसरण गर्दैन।,0.998026
यसपाली कङ्ग्रेस ले धेरै ठाउँ जितेको रैछ।। यसको मतलब यसपटक कङ्ग्रेस का छोरा छोरी सबैको भोट हाल्ने उमेर पुगेको रैछ।। नत्र कुनै गतिलो सिद्धान्त र एजेन्डा ले जितको भने पक्कै होईन।। ठिक छ आउने पाली एमालेका छोर छोरीको भोट हाल्ने उमेर पुग्छ।।,यसको अर्थ यो पटक कङ्ग्रेसका छोरा-छोरीहरूले जबसम्म कुनै गतिशील सिद्धान्त र एजेन्डा विजयी नभएसम्म सबैका लागि मतदानको उमेर पुग्नेछन्।,0.99863344
बैंक मा पैसा अभाब हुनु को कारण यस्तो अर्थमन्त्री ज्यु पैसा खोज्न कसैको शिरानि खोतल्न पर्दैन। तपाई कै पार्टी कार्यालय हुम्ला गए हुने रछ।,"किनभने पैसा बैंकमा छ, पैसा खोज्न कसैलाई बैंकमा जानु पर्दैन। तपाईँको पार्टी कार्यालय मुंबईमा हुने छ।",0.99728334
काङ्ग्रेस कति अभागी हो एमाले बाहेकका दललाई धित मर्ने गरि गाली गर्न पनि पायन,दुर्भाग्यवश कङ्ग्रेसले गैर-दलियहरू उत्साहको मृत्युको लागि पार्टीलाई प्रशंसा गर्न सक्तैन।,0.99849653
पैसाको खोलो बगाएर भीड जुटाउनेहरुले भोली मेयर भएपछि सबैभन्दा पहिला खर्चेको रकम भ्रष्टाचार गरी वसुलीमा लाग्नेछन चेतना भया,आफ्नो थैलो खोलेर पैसा सङ्कलन गर्ने जनसमूह वासुली शहरका मेयर बनेपछि पहिले भ्रष्ट र पैसा खर्च गर्नेहरू हुनेछन् ।,0.99841416
देउवाजीहजूर चितवन जाँदा मात्र रेनुलाई भोट हाल भनेर कांग्रेस मन्नेवाला छैनन्। हजूरले रेनु जिताउने हो भने क्लियर भनिदिनुस्माअोवादी र हाम्रो दर्शनमा केही फरकै छैन्एउटै होगणतन्त्र धर्मनिरपेक्षतासंघीयतासमाजवाद।,"कङ्ग्रेसले रेनु चाटवान जाने बेला मात्र मत प्राप्त गर्नेछन् भन्ने तथ्यलाई मन पराउने छैन। यदि रेनुले जित्छ भने, यो स्वच्छ हुनेछ।",0.9981561
ओलिसरकार राजिनामा दे,ओलिगोभर राजनाम डे,0.995622
बाजुरामा एमाले र कांग्रेस कार्यकर्ताहरूबीच झडप हुँदा कर्फ्यू जारी,बाडाखाशानमा सेना तथा कांग्रेसका कामदारहरूबीच युद्ध जारी राख्दै,0.9986252
ओलीको अहंकारले एमाले खुम्चिदैछ। संघ र प्रदेश चुनाव अघि एमालेले चेतोस्। मौका छ।,संघ र प्रान्तीय चुनावहरू आइरहेछन्।,0.9973267
ओलीको पार्टीलाई जिताएर के गर्नुहुन्छ प्रधानमन्त्री देउवा,प्रधानमन्त्री इम्रानले पार्टी जित्न के गर्नुहुन्छ?,0.99756676
पाल्पामा एमाले र कांग्रेस कार्यकर्ताबीच कुटाकुट,पाकिस्तान-तर्की-अफगान पक्षले क्षेत्रीय स्थितिबारे छलफल गरे,0.99550855
कुकुरले मान्छे टोकेसी मान्छे बहुलाउँछ मान्छे बहुलाएसी एमाले छिर्छ भन्ने हल्ला सुनियो त।,"मैले कुसु, टोकियो, सिङ्गापुर आदिका मानिसहरू कुसु, सिङ्गापुर आदिमा बसिरहेका छन् भन्ने हल्ला सुनें।",0.9965148
बुढेसकाल को सहारा भनेकै चम्किलो सुर्य वाला एमाले हो लौरो सौरो भन्दै गलत भ्रम नफैलाऔँ सुर्यमा मतदान गरौँ । नेकपा एमाले जिन्दावाद अनेरास्ववियु जिन्दावाद,"सूर्य चम्किरहेको छ भनेर भन्नुले हामीलाई भ्रमित नपारौं, र सूर्यको बारेमा मतदान गरौं ।",0.99756974
